"RMSE","Coverage","Interval length","n","run","Chains"
0.458449143655932,0.09,0.374795371685643,10000,3,20
0.444941451875182,0.095,0.360670401337076,10000,4,1
0.44348341260998,0.08,0.365167874637966,10000,4,8
0.445298965054588,0.085,0.371719540868341,10000,4,20
0.44968100245022,0.08,0.361792575649799,10000,5,1
0.449828625976726,0.065,0.36234375497187,10000,5,8
0.449430786889922,0.06,0.371308107610001,10000,5,20
0.444567749998164,0.04,0.363307918382218,10000,6,1
0.449534777928817,0.035,0.365585674368736,10000,6,8
0.448247674287961,0.035,0.363291196942274,10000,6,20
0.486425518916165,0.095,0.359927468042329,10000,7,1
0.488471299831023,0.11,0.364119057898157,10000,7,8
0.486779548933661,0.1,0.367879316006971,10000,7,20
0.46186581158287,0.06,0.347182126720998,10000,8,1
0.461254225303199,0.065,0.350204190690239,10000,8,8
0.460774432830561,0.075,0.353323998530416,10000,8,20
0.448213727528713,0.035,0.362610663356241,10000,9,1
0.45111880741655,0.05,0.366284427760324,10000,9,8
0.452625347736793,0.045,0.372077225408164,10000,9,20
0.475609243039334,0.095,0.359909672197749,10000,10,1
0.476744531690285,0.085,0.361819081032519,10000,10,8
0.475314346483353,0.095,0.370794053588321,10000,10,20
0.413059106874155,0.015,0.118336962393253,1e+05,1,1
0.414092158381709,0.02,0.135239132836355,1e+05,1,8
0.414540595520597,0.025,0.135687513173427,1e+05,1,20
0.433876036931986,0,0.122067232928857,1e+05,2,1
0.435444218017027,0,0.127978342583688,1e+05,2,8
0.434835644352004,0,0.132368421152556,1e+05,2,20
0.457948132678424,0,0.122047839134212,1e+05,3,1
0.459361735586061,0,0.141197495313196,1e+05,3,8
0.459146102439785,0,0.142126762937965,1e+05,3,20
0.450659160446984,0,0.121910897211065,1e+05,4,1
0.449564270166603,0,0.134948448174885,1e+05,4,8
0.449226622478765,0,0.136879486915209,1e+05,4,20
0.473626468501003,0,0.123321889444032,1e+05,5,1
0.470409172413105,0,0.133537444405713,1e+05,5,8
0.470440424116007,0,0.137580744901663,1e+05,5,20
0.450847879429007,0,0.124550261332443,1e+05,6,1
0.452181632386085,0,0.134792259005623,1e+05,6,8
0.453294811309516,0,0.14027661338955,1e+05,6,20
0.455859289931716,0,0.122401123333448,1e+05,7,1
0.458274781129089,0,0.13457212472173,1e+05,7,8
0.458517316202292,0,0.140555000039079,1e+05,7,20
0.429445397852272,0,0.124549328480318,1e+05,8,1
0.428061580769117,0,0.132571909700606,1e+05,8,8
0.428597703134265,0,0.13437232349754,1e+05,8,20
0.454623803266675,0,0.124183753637183,1e+05,9,1
0.452540467641237,0,0.126940449640992,1e+05,9,8
0.452520608203576,0,0.134214655643038,1e+05,9,20
0.450112368122376,0,0.121260864859404,1e+05,10,1
0.449994475124881,0,0.139100084711324,1e+05,10,8
0.450527622849491,0,0.13729320459382,1e+05,10,20
